,기업명,PER,EPS,PER(krx),EPS(krx),추정PER,추정EPS,PBR,BPS,배당수익률,이자보상배율,유동비율
012510,더존비즈온,48.66,"1,418",47.88,"1,441",42.00,"1,660",11.17,"6,175",0.65,124.8,152.8
003850,보령제약,25.60,459,24.33,483,16.00,722,1.93,"6,092",0.51,N/A,170.2
007630,폴루스바이오팜,-2.72,-780,N/A,N/A,N/A,N/A,1.80,"1,179",N/A,N/A,5.3
008250,이건산업,14.84,637,14.58,648,N/A,N/A,0.57,"16,661",2.12,2.6,69.3
012690,모나리자,-71.00,-50,N/A,N/A,N/A,N/A,2.01,"1,765",1.41,37.4,261.2
006370,대구백화점,-2.50,"-2,758",N/A,N/A,N/A,N/A,0.18,"38,700",2.17,N/A,95.9
006980,우성사료,-29.14,-134,N/A,N/A,N/A,N/A,0.63,"6,198",0.64,N/A,143.6
002920,유성기업,22.32,142,22.17,143,N/A,N/A,0.31,"10,193",3.15,N/A,531.1
002220,한일철강,-5.97,-346,N/A,N/A,N/A,N/A,0.26,"7,949",1.70,N/A,89
002450,삼익악기,12.84,153,12.13,162,N/A,N/A,0.78,"2,528",2.55,3.3,80.6
002460,화성산업,3.41,"3,954",3.32,"4,065",N/A,N/A,0.44,"30,949",6.89,42.8,213.8
007340,디티알오토모티브,6.09,"5,581",5.32,"6,391",N/A,N/A,0.55,"62,158",2.94,21.4,158.8
000890,보해양조,-4.50,-289,N/A,N/A,N/A,N/A,1.81,719,N/A,0.7,115.4
001290,상상인증권,-12.33,-195,N/A,N/A,N/A,N/A,1.19,"2,027",N/A,N/A,N/A
003010,혜인,-238.70,-23,N/A,N/A,N/A,N/A,0.62,"8,870",0.55,2.6,103.5
014280,금강공업,7.62,580,6.77,653,N/A,N/A,0.35,"12,735",2.26,2.3,82.9
009810,엔케이물산,-5.52,-184,N/A,N/A,N/A,N/A,1.93,525,N/A,N/A,460.8
008730,율촌화학,23.27,593,23.27,593,N/A,N/A,1.02,"13,549",3.62,7.5,105.7
009270,신원,-26.99,-78,N/A,N/A,N/A,N/A,0.80,"2,640",N/A,1.4,143.6
004140,동방,4.21,444,4.06,461,N/A,N/A,0.59,"3,154",0.54,1,43.5
002960,한국쉘석유,17.16,"19,200",17.16,"19,200",N/A,N/A,4.30,"76,578",5.77,N/A,196.6
003000,부광약품,8.74,"2,293",8.62,"2,325",N/A,N/A,3.08,"6,507",0.77,N/A,592.6
005810,풍산홀딩스,9.01,"4,469",7.46,"5,394",N/A,N/A,0.37,"108,340",4.22,10.8,164.3
001270,부국증권,9.40,"2,170",6.39,"3,194",N/A,N/A,0.39,"51,862",5.88,N/A,N/A
012200,계양전기,12.46,281,12.50,280,N/A,N/A,0.63,"5,512",1.71,209.7,210.7
004710,한솔테크닉스,-9.70,-832,N/A,N/A,N/A,N/A,0.86,"9,409",N/A,3.7,88.8
005190,동성화학,15.49,"1,094",15.34,"1,105",N/A,N/A,0.85,"20,023",2.95,24.5,180.8
016610,DB금융투자,3.91,"1,280",3.81,"1,312",N/A,N/A,0.31,"15,875",5.00,N/A,N/A
008930,한미사이언스,245.68,278,239.65,285,N/A,N/A,6.63,"10,297",0.29,10.3,97.7
005500,삼진제약,17.51,"1,836",15.49,"2,075",N/A,N/A,1.93,"16,689",2.49,N/A,365.3
005490,POSCO,12.22,"19,391",11.33,"20,911",7.00,"32,395",0.44,"542,133",4.22,6,183
002410,범양건영,7.77,222,7.77,222,N/A,N/A,0.85,"2,020",N/A,8.4,113.2
005690,파미셀,-41.59,-214,N/A,N/A,N/A,N/A,11.24,792,N/A,35,N/A
001230,동국제강,-2.07,"-3,121",N/A,N/A,14.00,446,0.32,"20,372",1.55,1.7,66.8
006340,대원전선,75.00,18,75.00,18,N/A,N/A,1.17,"1,151",N/A,2.1,150
005950,이수화학,21.26,446,20.21,469,N/A,N/A,0.45,"21,247",4.22,N/A,101.3
016360,삼성증권,9.41,"3,741",9.41,"3,741",9.00,"4,065",0.67,"52,207",3.98,N/A,N/A
002810,삼영무역,10.21,"1,640",10.15,"1,650",N/A,N/A,0.87,"19,188",1.67,N/A,585.9
001750,한양증권,21.37,351,21.13,355,N/A,N/A,0.37,"20,441",3.33,N/A,N/A
011780,금호석유,6.70,"14,667",5.59,"17,597",8.00,"12,146",1.17,"84,137",1.37,11.4,78.2
003470,유안타증권,6.31,493,6.11,509,N/A,N/A,0.54,"5,789",N/A,N/A,N/A
002620,제일파마홀딩스,17.63,"1,217",15.74,"1,363",N/A,N/A,0.67,"31,941",0.33,5.5,122.4
015260,에이엔피,-4.75,-97,N/A,N/A,N/A,N/A,0.57,806,N/A,N/A,86.3
009460,한창제지,22.42,161,22.01,164,N/A,N/A,2.74,"1,318",0.55,6.6,165.6
005720,넥센,5.88,"1,088",5.80,"1,103",N/A,N/A,0.37,"17,092",1.17,10.3,144.6
006660,삼성공조,13.55,771,13.38,781,N/A,N/A,0.39,"26,505",0.77,19,325.6
004490,세방전지,6.15,"6,897",6.04,"7,025",N/A,N/A,0.59,"71,447",1.18,27.8,273.4
011000,진원생명과학,-8.53,-562,N/A,N/A,N/A,N/A,3.42,"1,400",N/A,N/A,185.6
009310,참엔지니어링,6.96,196,6.72,203,N/A,N/A,1.06,"1,289",N/A,N/A,404.7
010100,한국프랜지,42.24,49,42.24,49,N/A,N/A,0.30,"6,833",2.41,1.4,89.1
005070,코스모신소재,27.35,543,27.35,543,24.00,630,3.32,"4,473",N/A,2.1,69.7
004830,덕성,-25.30,-118,N/A,N/A,N/A,N/A,0.74,"4,059",0.67,0.4,199.6
001720,신영증권,12.69,"4,498",7.20,"7,931",N/A,N/A,0.46,"124,286",4.82,N/A,N/A
001200,유진투자증권,5.44,480,5.44,480,N/A,N/A,0.34,"7,762",2.30,N/A,N/A
003460,유화증권,31.23,405,26.97,469,N/A,N/A,0.35,"36,599",5.93,N/A,N/A
011700,한신기계,19.66,103,19.29,105,N/A,N/A,0.81,"2,511",1.73,26.7,899.1
005420,코스모화학,-12.78,"-1,025",N/A,N/A,N/A,N/A,2.10,"6,246",N/A,0.5,63.1
000500,가온전선,821.74,23,787.50,24,N/A,N/A,0.29,"66,000",3.17,1.7,149.9
010950,S-Oil,38.41,"2,213",38.36,"2,216",12.00,"6,836",1.53,"55,568",0.88,8.8,102.6
012450,한화에어로스페이스,52.67,619,52.67,619,28.00,"1,145",0.72,"45,535",0.92,N/A,124.7
011230,삼화전자,-7.01,-420,N/A,N/A,N/A,N/A,2.07,"1,422",N/A,N/A,54.7
004020,현대제철,13.67,"2,988",13.45,"3,037",9.00,"4,407",0.32,"127,188",1.84,2.6,142
004770,써니전자,26.43,126,26.43,126,N/A,N/A,2.37,"1,405",N/A,2.8,578.3
004560,현대비앤지스틸,6.91,"1,280",6.91,"1,280",N/A,N/A,0.35,"25,152",1.13,10.6,330
006090,사조오양,9.67,845,9.67,845,N/A,N/A,0.49,"16,524",0.61,1.8,75.2
003530,한화투자증권,5.79,409,5.77,411,N/A,N/A,0.44,"5,391",N/A,N/A,N/A
009470,삼화전기,20.65,845,20.65,845,N/A,N/A,2.72,"6,416",0.57,7.6,127.7
001510,SK증권,18.05,39,16.37,43,N/A,N/A,0.60,"1,164",1.42,N/A,N/A
010770,평화홀딩스,-1.59,"-2,706",N/A,N/A,N/A,N/A,0.45,"9,511",3.48,N/A,69.1
007110,일신석재,496.00,5,496.00,5,N/A,N/A,3.76,659,N/A,3.2,148.9
016380,동부제철,-1.55,"-4,906",N/A,N/A,N/A,N/A,3.43,"2,210",N/A,N/A,86.2
010780,아이에스동서,4.79,"7,952",4.79,"7,961",18.00,"2,104",1.10,"34,612",3.15,2.1,163.4
002360,SH에너지화학,58.33,21,58.33,21,N/A,N/A,1.31,934,1.88,22.7,872.9
003830,대한화섬,3.17,"33,318",2.68,"39,390",N/A,N/A,0.24,"443,749",0.71,5,115.2
007810,코리아써키트,-4.28,"-1,306",N/A,N/A,N/A,N/A,0.46,"12,117",1.79,N/A,291
004170,신세계,12.19,"24,274",12.64,"23,415",3.00,"86,747",0.84,"352,681",0.68,2.9,46.1
010060,OCI,21.42,"4,352",21.42,"4,352",-78.00,"-1,195",0.65,"143,796",0.91,N/A,242.8
000520,삼일제약,-18.33,"-1,413",N/A,N/A,N/A,N/A,2.82,"9,189",0.39,3.8,73.9
006490,인스코비,-33.62,-94,N/A,N/A,N/A,N/A,9.08,348,N/A,0,202.4
003120,일성신약,80.13,"1,107",40.47,"2,192",N/A,N/A,0.37,"241,362",0.85,N/A,N/A
000720,현대건설,15.71,"3,424",15.71,"3,424",12.00,"4,526",0.96,"56,293",0.93,10,196.5
002710,TCC스틸,5.92,437,5.56,465,N/A,N/A,0.49,"5,246",3.10,2.7,161.3
003060,에이프로젠제약,-117.50,-12,N/A,N/A,N/A,N/A,1.01,"1,395",N/A,N/A,153.6
007700,F&F,11.12,"7,089",11.12,"7,089",14.00,"5,447",3.08,"25,593",0.82,71.5,331.3
008700,아남전자,-17.46,-181,N/A,N/A,N/A,N/A,4.44,712,N/A,0.7,106.4
010620,현대미포조선,23.54,"2,128",23.50,"2,132",25.00,"2,014",0.87,"57,405",1.40,8.8,165
006360,GS건설,5.38,"7,713",5.33,"7,788",6.00,"6,822",0.92,"45,079",2.41,5.6,120.7
006110,삼아알미늄,21.19,252,21.19,252,N/A,N/A,0.56,"9,605",1.87,3.3,98.1
006200,한국전자홀딩스,-159.60,-5,N/A,N/A,N/A,N/A,0.30,"2,695",1.88,N/A,184.1
006400,삼성SDI,23.59,"9,962",22.42,"10,484",25.00,"9,479",1.32,"178,459",0.43,5.7,145
009150,삼성전기,11.29,"8,457",11.00,"8,685",12.00,"7,945",1.50,"63,815",1.05,11.3,140.4
004200,고려개발,251.32,19,N/A,N/A,N/A,N/A,1.26,"3,782",N/A,3.8,85.6
005960,동부건설,2.28,"3,507",2.28,"3,507",N/A,N/A,0.47,"17,161",3.75,5,172.7
009070,KCTC,14.04,240,13.98,241,N/A,N/A,0.54,"6,297",1.34,4.1,88.6
003070,코오롱글로벌,15.81,639,17.75,569,4.00,"2,290",0.58,"17,450",0.99,2.4,77.3
005180,빙그레,20.82,"3,472",18.69,"3,868",18.00,"3,930",1.17,"61,647",1.87,138.2,325.4
005250,녹십자홀딩스,59.79,373,54.93,406,N/A,N/A,1.26,"17,716",1.12,0.4,175.9
005450,신한,-24.48,-202,N/A,N/A,N/A,N/A,0.74,"6,682",N/A,10.3,56.9
000480,조선내화,7.27,"13,184",5.90,"16,227",N/A,N/A,0.53,"180,700",4.18,5.6,122.7
004310,현대약품,160.69,29,141.21,33,N/A,N/A,1.19,"3,908",0.97,2.3,190.4
003920,남양유업,248.57,"2,273",238.30,"2,371",N/A,N/A,0.54,"1,050,154",0.18,N/A,398.2
008350,남선알미늄,18.90,228,18.90,228,N/A,N/A,2.82,"1,527",0.00,4.6,145.1
003350,한국화장품제조,40.51,732,32.40,915,N/A,N/A,2.14,"13,872",0.34,4.9,221.8
001880,삼호,5.75,"4,251",5.75,"4,251",N/A,N/A,1.01,"24,218",1.02,41.4,211.3
011760,현대상사,-33.33,-666,N/A,N/A,8.00,"2,729",0.92,"24,076",2.70,4.1,119.4
006260,LS,3.77,"12,551",3.25,"14,555",7.00,"6,745",0.42,"113,934",2.64,2.2,140.7
001740,SK네트웍스,171.03,29,165.33,30,23.00,219,0.51,"9,709",2.42,0.9,67
002100,경농,66.47,255,54.68,310,N/A,N/A,1.65,"10,244",1.48,29.2,139.2
004870,티웨이홀딩스,6.19,344,6.19,344,N/A,N/A,0.87,"2,455",N/A,4.8,145.4
007590,동방아그로,15.84,450,13.48,529,N/A,N/A,0.62,"11,420",3.51,N/A,463.6
004430,송원산업,13.71,"1,587",13.71,"1,587",9.00,"2,449",1.27,"17,163",0.74,5.4,103
002780,진흥기업,55.49,41,55.49,41,N/A,N/A,4.23,538,N/A,17.6,128.8
004090,한국석유,16.90,"6,717",16.19,"7,011",N/A,N/A,0.48,"236,747",1.32,2.5,137.8
000650,천일고속,-509.66,-145,N/A,N/A,N/A,N/A,1.70,"43,365",8.12,N/A,80.2
000430,대원강업,15.89,281,15.89,281,N/A,N/A,0.59,"7,509",2.58,1.2,90.7
001080,만호제강,29.66,644,21.95,870,N/A,N/A,0.26,"74,282",0.79,N/A,989.6
004700,조광피혁,18.80,"2,053",10.16,"3,799",N/A,N/A,0.58,"66,088",0.26,N/A,799.1
004360,세방,7.39,"1,888",7.31,"1,908",N/A,N/A,0.39,"35,675",1.25,10.9,167.5
008970,동양철관,-18.56,-66,N/A,N/A,N/A,N/A,1.84,665,N/A,N/A,103
002880,대유에이텍,-4.00,-285,N/A,N/A,N/A,N/A,1.26,904,1.75,N/A,67.3
001260,남광토건,20.96,582,20.96,582,N/A,N/A,2.44,"5,002",N/A,44.9,109.1
005680,삼영전자,15.39,757,15.39,757,N/A,N/A,0.48,"24,024",2.15,456.6,N/A
005800,신영와코루,39.53,"3,010",39.53,"3,010",N/A,N/A,0.35,"342,569",1.26,28.1,750.8
002630,오리엔트바이오,-6.66,-82,N/A,N/A,N/A,N/A,1.76,310,N/A,N/A,108.8
001550,조비,413.28,64,413.28,64,N/A,N/A,2.85,"9,294",N/A,2.1,118.1
005430,한국공항,8.13,"5,949",7.85,"6,159",N/A,N/A,0.46,"104,347",2.07,N/A,389.8
004910,조광페인트,-20.95,-305,N/A,N/A,N/A,N/A,0.39,"16,574",1.57,N/A,98.6
004690,삼천리,11.80,"7,905",10.37,"8,995",9.00,"10,604",0.26,"352,950",3.21,7.4,153
003080,성보화학,16.44,306,16.28,309,N/A,N/A,0.65,"7,746",4.18,N/A,640.2
002600,조흥,12.88,"13,393",12.88,"13,392",N/A,N/A,0.82,"209,196",3.48,7,151.2
001570,금양,4.85,469,4.27,533,N/A,N/A,1.10,"2,068",3.52,3.4,116
003960,사조대림,13.11,"1,663",13.14,"1,659",N/A,N/A,0.58,"37,327",0.69,5.6,87.2
002070,남영비비안,-7.24,-917,N/A,N/A,N/A,N/A,0.35,"18,862",3.01,4.8,258.4
003570,S&T중공업,11.90,596,9.90,716,N/A,N/A,0.31,"22,707",2.76,28.9,393.3
004960,한신공영,1.28,"14,139",1.28,"14,178",N/A,N/A,0.48,"37,956",2.07,5,128.8
004370,농심,17.75,"13,858",16.88,"14,577",15.00,"15,916",0.75,"325,998",1.63,26.1,192.7
003720,삼영화학,-5.00,-203,N/A,N/A,N/A,N/A,0.75,"1,349",N/A,N/A,94.8
004980,성신양회,13.73,660,13.54,669,N/A,N/A,0.58,"15,566",1.66,N/A,56.5
004970,신라교역,5.72,"2,525",5.72,"2,525",N/A,N/A,0.45,"31,862",3.46,63,347.8
002870,신풍제지,5.16,250,4.10,315,N/A,N/A,0.68,"1,895",6.20,7.6,76.4
001630,종근당홀딩스,22.62,"5,481",22.62,"5,481",N/A,N/A,1.45,"85,685",1.05,33.3,172.6
005740,크라운해태홀딩스,35.69,304,35.00,310,N/A,N/A,0.57,"19,117",0.92,2.5,61.9
002390,한독,45.45,583,44.92,590,N/A,N/A,1.17,"22,573",1.70,4.5,115.9
001380,SG충방,28.33,72,27.57,74,N/A,N/A,0.70,"2,894",N/A,5.4,114.4
006120,SK디스커버리,6.39,"3,936",6.38,"3,942",N/A,N/A,0.35,"71,115",2.39,0.9,104.5
007540,샘표,10.30,"4,470",7.94,"5,797",N/A,N/A,0.68,"67,652",0.43,22.1,235.6
003280,흥아해운,-0.69,-515,N/A,N/A,N/A,N/A,0.84,419,1.29,N/A,37.3
001250,GS글로벌,11.00,249,11.00,249,N/A,N/A,0.59,"4,638",0.91,3,102.3
002990,금호산업,"-1,100.00",-13,N/A,N/A,9.00,"1,644",1.42,"10,103",3.50,2.8,91.6
001470,삼부토건,-1.76,-492,N/A,N/A,N/A,N/A,0.55,"1,591",N/A,N/A,173
001820,삼화콘덴서,9.10,"5,945",8.98,"6,023",8.00,"6,490",4.39,"12,321",0.56,96,161.1
001020,페이퍼코리아,-1.24,-699,N/A,N/A,N/A,N/A,2.29,380,N/A,0.1,101.3
001520,동양,123.57,14,108.12,16,N/A,N/A,0.42,"4,095",2.89,N/A,290.7
000880,한화,5.49,"4,784",4.01,"6,541",5.00,"5,363",0.58,"45,478",2.67,2.2,92.6
001060,JW중외제약,87.98,366,95.83,336,N/A,N/A,2.70,"11,941",0.99,0.8,130.3
000670,영풍,12.14,"60,108",11.34,"64,368",N/A,N/A,0.41,"1,768,014",1.37,N/A,213.8
001340,백광산업,5.79,520,5.49,548,N/A,N/A,0.83,"3,618",1.66,11,51.5
000180,성창기업지주,-17.61,-113,N/A,N/A,N/A,N/A,0.27,"7,449",0.50,N/A,108
5110,한창,-70.65,-46,N/A,N/A,N/A,N/A,3.41,953,0.65,18.5,188.5
004450,삼화왕관,10.05,"4,567",8.62,"5,327",N/A,N/A,0.61,"75,369",2.94,27.9,323.4
000040,KR모터스,-2.71,-189,N/A,N/A,N/A,N/A,1.84,279,N/A,N/A,103
002240,고려제강,142.90,169,142.90,169,N/A,N/A,0.35,"68,219",1.45,2.7,138
004100,태양금속,-9.25,-134,N/A,N/A,N/A,N/A,0.51,"2,446",0.40,0.2,83.7
002820,선창산업,-8.07,-623,N/A,N/A,N/A,N/A,0.24,"20,912",1.39,N/A,103.9
004840,DRB동일,20.57,296,19.84,307,N/A,N/A,0.34,"17,770",1.76,1.8,142.9
002350,넥센타이어,10.04,994,9.90,"1,008",8.00,"1,200",0.72,"13,878",1.00,10.1,142.8
004060,SG세계물산,29.82,33,29.82,33,N/A,N/A,1.01,973,N/A,4.7,242
004000,롯데정밀화학,5.70,"8,330",5.62,"8,438",7.00,"6,586",0.88,"54,099",3.58,71.2,281.7
000020,동화약품,25.61,360,25.26,365,N/A,N/A,0.86,"10,761",1.30,317.3,363.8
000210,대림산업,7.05,"16,746",7.05,"16,741",7.00,"17,593",0.85,"139,638",1.44,9.6,140.4
001120,LG상사,-8.98,"-1,815",N/A,N/A,4.00,"4,153",0.56,"29,191",1.53,4.3,112.7
002720,국제약품,38.95,119,36.79,126,N/A,N/A,1.18,"3,921",0.63,11.2,113.4
003240,태광산업,6.91,"192,300",5.22,"254,395",N/A,N/A,0.36,"3,667,047",0.23,20.1,266.2
005030,부산주공,-1.04,-588,N/A,N/A,N/A,N/A,0.46,"1,339",1.71,0.5,48.4
006390,한일현대시멘트,-19.04,"-1,752",N/A,N/A,N/A,N/A,3.17,"10,526",2.40,N/A,209.5
000590,CS홀딩스,11.67,"5,435",11.59,"5,469",N/A,N/A,0.33,"190,644",0.79,133.5,N/A
005390,신성통상,18.98,52,18.98,52,N/A,N/A,0.62,"1,602",N/A,2.3,111.7
000990,DB하이텍,7.56,"1,951",7.37,"2,002",N/A,N/A,1.15,"12,863",1.70,6.8,216.2
006570,대림통상,-58.72,-74,N/A,N/A,N/A,N/A,0.62,"6,988",3.45,0.2,125.5
000220,유유제약,22.33,524,18.31,639,N/A,N/A,0.98,"11,991",1.71,5.3,271.8
000860,강남제비스코,4.20,"5,942",4.20,"5,942",N/A,N/A,0.31,"79,596",2.20,14.8,278.4
003540,대신증권,8.47,"1,623",7.01,"1,961",N/A,N/A,0.50,"27,460",4.51,N/A,N/A
005940,NH투자증권,11.69,"1,202",11.68,"1,203",10.00,"1,470",0.83,"16,863",3.56,N/A,N/A
006800,미래에셋대우,13.35,576,11.65,660,11.00,675,0.65,"11,902",2.86,N/A,N/A
002700,신일산업,15.79,164,15.60,166,N/A,N/A,2.73,949,0.96,N/A,195.4
001360,삼성제약,-67.56,-39,N/A,N/A,N/A,N/A,1.16,"2,263",N/A,N/A,339.1
000810,삼성화재,13.08,"21,170",11.00,"25,182",15.00,"18,144",0.95,"290,853",4.15,N/A,N/A
003230,삼양식품,15.38,"4,623",15.38,"4,623",N/A,N/A,2.32,"30,654",0.56,35.2,101
000370,한화손해보험,5.94,700,6.42,648,8.00,553,0.34,"12,126",3.12,N/A,N/A
008260,NI스틸,7.86,358,7.86,358,N/A,N/A,0.76,"3,717",1.78,5,39.3
000230,일동홀딩스,-38.91,-338,N/A,N/A,N/A,N/A,0.86,"15,221",1.45,1.6,64
000490,대동공업,115.58,52,101.86,59,N/A,N/A,0.59,"10,224",0.83,4.3,104.3
001800,오리온홀딩스,18.02,899,17.31,936,N/A,N/A,0.52,"31,187",4.01,16.6,163.5
004540,깨끗한나라,-2.78,-899,N/A,N/A,N/A,N/A,0.54,"4,594",N/A,N/A,49.4
001420,태원물산,105.00,47,102.81,48,N/A,N/A,1.12,"4,392",1.42,N/A,376.6
002020,코오롱,167.12,111,175.00,106,N/A,N/A,0.36,"52,100",2.69,1.1,63
005930,삼성전자,7.44,"6,024",6.93,"6,461",14.00,"3,286",1.27,"35,342",3.16,35.8,263.4
000300,대유플러스,34.59,27,34.59,27,N/A,N/A,1.08,866,N/A,4.1,125.4
001460,BYC,21.92,"10,833",21.81,"10,891",N/A,N/A,0.49,"488,186",0.42,2.2,84.7
003620,쌍용차,-9.27,-448,N/A,N/A,-18.00,-227,0.83,"5,026",N/A,N/A,66.5
003410,쌍용양회,20.93,290,21.00,289,18.00,341,1.59,"3,828",6.10,2.6,128.5
005610,SPC삼립,20.48,"4,883",19.23,"5,199",18.00,"5,526",2.58,"38,749",1.00,6.3,87.7
000540,흥국화재,5.99,774,6.67,695,N/A,N/A,0.44,"10,466",N/A,N/A,N/A
010050,우리종금,16.12,49,16.12,49,N/A,N/A,1.69,468,N/A,N/A,N/A
007570,일양약품,-104.18,-251,N/A,N/A,N/A,N/A,2.60,"10,053",0.38,8.9,91.4
002320,한진,11.97,"3,818",11.80,"3,873",101.00,451,0.59,"77,646",1.09,0.7,57.4
002200,수출포장,4.93,"4,323",4.93,"4,323",N/A,N/A,0.37,"57,993",2.82,56.9,217.3
005380,현대차,26.72,"5,352",25.39,"5,632",11.00,"12,782",0.56,"256,422",2.80,9.9,97.4
005360,모나미,80.31,32,77.88,33,N/A,N/A,0.65,"3,953",2.72,2.3,114.7
009830,한화케미칼,18.84,"1,133",18.79,"1,136",8.00,"2,623",0.58,"37,081",0.94,1.8,97
002030,아세아,4.90,"22,849",4.25,"26,329",N/A,N/A,0.29,"387,294",1.56,1.2,158.2
006380,카프로,16.35,251,16.35,251,N/A,N/A,0.61,"6,742",1.22,5.5,159.7
004990,롯데지주,24.71,"1,746",15.90,"2,713",N/A,N/A,0.43,"99,465",1.85,0.3,94.1
001070,대한방직,6.88,"3,017",6.86,"3,024",N/A,N/A,0.60,"34,528",1.45,N/A,256.5
004410,서울식품,97.00,2,97.00,2,N/A,N/A,2.40,81,N/A,2.4,63
003560,IHQ,-31.09,-69,N/A,N/A,N/A,N/A,1.52,"1,412",4.85,7,352.4
000680,LS네트웍스,15.60,207,14.55,222,N/A,N/A,0.37,"8,683",N/A,0.3,130.3
001210,금호전기,-1.41,"-2,600",N/A,N/A,N/A,N/A,0.45,"8,072",N/A,N/A,58.7
000140,하이트진로홀딩스,-81.04,-115,N/A,N/A,N/A,N/A,0.42,"22,176",2.15,N/A,53.8
000320,노루홀딩스,-20.51,-607,N/A,N/A,N/A,N/A,0.36,"35,053",3.61,0.4,153.6
000270,기아차,15.08,"2,852",14.92,"2,883",9.00,"5,013",0.63,"67,950",2.09,11.3,126.4
004800,효성,0.52,"145,796",0.49,"154,807",12.00,"6,549",0.63,"120,145",6.63,4.9,58.3
001040,CJ,11.67,"8,781",11.17,"9,180",9.00,"11,113",0.71,"144,046",1.41,3.6,73.8
000150,두산,-19.50,"-4,779",N/A,N/A,17.00,"5,389",0.91,"102,338",5.58,2.3,86.3
005010,휴스틸,4.87,"2,362",4.87,"2,362",N/A,N/A,0.21,"53,885",3.48,3,180
005830,DB손해보험,8.31,"7,522",7.43,"8,413",8.00,"7,797",0.78,"80,536",3.20,N/A,N/A
003090,대웅,35.21,514,26.16,692,N/A,N/A,1.37,"13,191",0.55,10.2,186.2
002900,동양물산,-15.44,-114,N/A,N/A,N/A,N/A,1.73,"1,017",0.57,2.6,112.1
003780,진양산업,19.41,185,19.41,185,N/A,N/A,1.32,"2,724",2.79,90.4,165.7
003520,영진약품,-167.58,-33,N/A,N/A,N/A,N/A,9.07,610,N/A,20.4,277
002380,KCC,-120.24,"-2,233",N/A,N/A,19.00,"14,284",0.46,"582,704",3.35,1.6,181.7
005300,롯데칠성,-31.02,"-5,480",N/A,N/A,27.00,"6,212",1.14,"149,481",1.59,2,95.7
003200,일신방직,10.96,"8,865",10.56,"9,206",N/A,N/A,0.32,"306,851",2.06,N/A,243.3
002270,롯데푸드,14.95,"37,584",12.02,"46,757",13.00,"42,408",0.75,"750,128",2.67,6.6,236.2
002790,아모레G,39.69,"1,600",37.18,"1,708",34.00,"1,856",1.70,"37,446",0.49,120.6,218.9
006220,제주은행,4.10,"1,162",4.45,"1,071",N/A,N/A,0.32,"14,722",2.10,N/A,N/A
004150,한솔홀딩스,-5.64,-826,N/A,N/A,N/A,N/A,0.48,"9,735",1.05,1.5,46.9
007210,벽산,20.78,115,17.57,136,N/A,N/A,0.59,"4,078",1.05,0.2,171.7
002300,한국제지,-2.67,"-6,866",N/A,N/A,N/A,N/A,0.19,"96,282",1.63,N/A,158
000400,롯데손해보험,3.54,680,3.62,666,N/A,N/A,0.57,"4,234",0.83,N/A,N/A
001130,대한제분,6.73,"30,457",6.64,"30,882",N/A,N/A,0.45,"455,260",1.22,7.2,238.4
001680,대상,14.10,"1,801",14.10,"1,801",10.00,"2,549",1.00,"25,405",2.16,5.9,137.4
003550,LG,7.11,"10,598",7.10,"10,603",7.00,"10,207",0.74,"102,399",2.66,45.5,151.3
000640,동아쏘시오홀딩스,-3.65,"-26,714",N/A,N/A,N/A,N/A,0.82,"119,609",1.02,4.2,93.5
003690,코리안리,10.22,855,10.79,810,N/A,N/A,0.45,"19,480",3.15,N/A,N/A
000970,한국주철관,19.00,520,17.93,551,N/A,N/A,0.83,"11,865",2.02,21.4,260
003300,한일홀딩스,0.62,"86,875",0.57,"93,935",N/A,N/A,0.32,"166,854",4.11,0.5,229.6
004250,NPC,13.58,282,13.58,282,N/A,N/A,0.62,"6,225",2.48,8.8,150.6
003030,세아제강지주,0.88,"62,315",0.83,"65,799",N/A,N/A,0.24,"232,782",3.28,2,154.9
001440,대한전선,-258.00,-3,N/A,N/A,N/A,N/A,2.14,361,N/A,0,180.7
001790,대한제당,19.91,"1,012",17.93,"1,124",N/A,N/A,0.40,"49,966",2.73,0.8,123.1
000070,삼양홀딩스,9.15,"7,890",7.98,"9,043",N/A,N/A,0.40,"182,460",2.77,2.7,189.1
002420,세기상사,-82.45,-849,N/A,N/A,N/A,N/A,1.22,"57,277",N/A,N/A,195.8
000240,한국테크놀로지그룹,7.55,"2,226",7.44,"2,258",8.00,"2,159",0.49,"34,346",1.79,61,292.8
000950,전방,-1.24,"-13,840",N/A,N/A,N/A,N/A,0.16,"109,682",2.91,N/A,30.4
003490,대한항공,-16.15,"-2,012",N/A,N/A,16.00,"2,034",1.07,"30,313",0.77,0.9,49.4
001530,DI동일,"8,420.00",10,"6,014.29",14,N/A,N/A,0.31,"271,893",1.75,3.6,95.5
000100,유한양행,56.71,"4,417",51.78,"4,838",38.00,"6,529",1.82,"137,688",0.76,7.2,285.7
000120,CJ대한통운,93.07,"1,660",77.40,"1,996",66.00,"2,324",1.05,"146,637",N/A,2.8,90
000060,메리츠화재,10.23,"2,088",10.06,"2,122",9.00,"2,441",1.05,"20,348",3.84,N/A,N/A
000050,경방,14.52,737,14.46,740,N/A,N/A,0.41,"26,282",1.17,3.9,68.9
000700,유수홀딩스,23.27,346,22.30,361,N/A,N/A,0.92,"8,761",0.62,N/A,280.6
003480,한진중공업홀딩스,11.18,306,9.88,346,N/A,N/A,0.26,"13,043",N/A,1.7,63
